N° Election;Election;Code Commune;Commune;N° Bureau;Bureau;Circonscritpion;Canton;Inscrits;Votants;Nuls;Blancs;Exprimés;Procurations;N° Candidat;Candidat;Nombre de Voix 
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;40;Ecole élémentaire Jules Simon;9;04;851;383;1;12;370;9;4;M. VIGNAL Patrick;87
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;40;Ecole élémentaire Jules Simon;9;04;851;383;1;12;370;9;5;M. BOUSCARAIN Jean-François;12
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;40;Ecole élémentaire Jules Simon;9;04;851;383;1;12;370;9;6;M. CHAYNES Maurice;1
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;40;Ecole élémentaire Jules Simon;9;04;851;383;1;12;370;9;7;Mme BAGUET Brigitte;15
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;40;Ecole élémentaire Jules Simon;9;04;851;383;1;12;370;9;8;Mme LOTTA Matilda;11
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;40;Ecole élémentaire Jules Simon;9;04;851;383;1;12;370;9;9;Mme GARNIER Valérie;5
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;40;Ecole élémentaire Jules Simon;9;04;851;383;1;12;370;9;10;Mme BELAOUNI Nadia;170
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;41;Ecole élémentaire Jules Simon;9;03;1650;819;3;9;807;47;1;Mme MOUKRIM Jamila;8
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;41;Ecole élémentaire Jules Simon;9;03;1650;819;3;9;807;47;2;Mme BOUISSET Maya;18
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;41;Ecole élémentaire Jules Simon;9;03;1650;819;3;9;807;47;3;M. BORT Frédéric;75
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;41;Ecole élémentaire Jules Simon;9;03;1650;819;3;9;807;47;4;M. VIGNAL Patrick;198
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;41;Ecole élémentaire Jules Simon;9;03;1650;819;3;9;807;47;5;M. BOUSCARAIN Jean-François;26
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;41;Ecole élémentaire Jules Simon;9;03;1650;819;3;9;807;47;6;M. CHAYNES Maurice;5
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;41;Ecole élémentaire Jules Simon;9;03;1650;819;3;9;807;47;7;Mme BAGUET Brigitte;24
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;41;Ecole élémentaire Jules Simon;9;03;1650;819;3;9;807;47;8;Mme LOTTA Matilda;11
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;41;Ecole élémentaire Jules Simon;9;03;1650;819;3;9;807;47;9;Mme GARNIER Valérie;8
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;41;Ecole élémentaire Jules Simon;9;03;1650;819;3;9;807;47;10;Mme BELAOUNI Nadia;434
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;42;Ecole élémentaire Victor Hugo;9;05;944;425;2;9;414;23;1;Mme MOUKRIM Jamila;5
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;42;Ecole élémentaire Victor Hugo;9;05;944;425;2;9;414;23;2;Mme BOUISSET Maya;14
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;42;Ecole élémentaire Victor Hugo;9;05;944;425;2;9;414;23;3;M. BORT Frédéric;17
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;42;Ecole élémentaire Victor Hugo;9;05;944;425;2;9;414;23;4;M. VIGNAL Patrick;79
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;42;Ecole élémentaire Victor Hugo;9;05;944;425;2;9;414;23;5;M. BOUSCARAIN Jean-François;9
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;42;Ecole élémentaire Victor Hugo;9;05;944;425;2;9;414;23;6;M. CHAYNES Maurice;4
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;42;Ecole élémentaire Victor Hugo;9;05;944;425;2;9;414;23;7;Mme BAGUET Brigitte;13
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;42;Ecole élémentaire Victor Hugo;9;05;944;425;2;9;414;23;8;Mme LOTTA Matilda;5
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;42;Ecole élémentaire Victor Hugo;9;05;944;425;2;9;414;23;9;Mme GARNIER Valérie;3
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;42;Ecole élémentaire Victor Hugo;9;05;944;425;2;9;414;23;10;Mme BELAOUNI Nadia;265
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;43;Ecole élémentaire Victor Hugo;9;05;1592;790;6;11;773;44;1;Mme MOUKRIM Jamila;10
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;43;Ecole élémentaire Victor Hugo;9;05;1592;790;6;11;773;44;2;Mme BOUISSET Maya;24
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;43;Ecole élémentaire Victor Hugo;9;05;1592;790;6;11;773;44;3;M. BORT Frédéric;65
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;43;Ecole élémentaire Victor Hugo;9;05;1592;790;6;11;773;44;4;M. VIGNAL Patrick;143
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;43;Ecole élémentaire Victor Hugo;9;05;1592;790;6;11;773;44;5;M. BOUSCARAIN Jean-François;23
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;43;Ecole élémentaire Victor Hugo;9;05;1592;790;6;11;773;44;6;M. CHAYNES Maurice;9
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;43;Ecole élémentaire Victor Hugo;9;05;1592;790;6;11;773;44;7;Mme BAGUET Brigitte;25
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;43;Ecole élémentaire Victor Hugo;9;05;1592;790;6;11;773;44;8;Mme LOTTA Matilda;12
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;43;Ecole élémentaire Victor Hugo;9;05;1592;790;6;11;773;44;9;Mme GARNIER Valérie;7
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;43;Ecole élémentaire Victor Hugo;9;05;1592;790;6;11;773;44;10;Mme BELAOUNI Nadia;455
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;44;Ecole élémentaire Charles Dickens;1;04;1144;539;2;4;533;18;1;M. RIVET-MARTEL Vincent;14
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;44;Ecole élémentaire Charles Dickens;1;04;1144;539;2;4;533;18;2;M. ALZINGRE Victor;6
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;44;Ecole élémentaire Charles Dickens;1;04;1144;539;2;4;533;18;3;Mme ROUSSEL Eva;2
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;44;Ecole élémentaire Charles Dickens;1;04;1144;539;2;4;533;18;4;M. MOXIN Michel;17
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;44;Ecole élémentaire Charles Dickens;1;04;1144;539;2;4;533;18;5;Mme TROUSSELIER Sylvie;2
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;44;Ecole élémentaire Charles Dickens;1;04;1144;539;2;4;533;18;6;Mme LACHIVER Morgane;5
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;44;Ecole élémentaire Charles Dickens;1;04;1144;539;2;4;533;18;7;M. CHAVEROCHE Eric;14
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;44;Ecole élémentaire Charles Dickens;1;04;1144;539;2;4;533;18;8;M. DEPRET Florian;36
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;44;Ecole élémentaire Charles Dickens;1;04;1144;539;2;4;533;18;9;M. COLET Julien;206
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;44;Ecole élémentaire Charles Dickens;1;04;1144;539;2;4;533;18;10;M. LEBOON Hugo;1
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;44;Ecole élémentaire Charles Dickens;1;04;1144;539;2;4;533;18;11;Mme MIRALLES Patricia;136
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;44;Ecole élémentaire Charles Dickens;1;04;1144;539;2;4;533;18;12;Mme JAMET France;65
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;44;Ecole élémentaire Charles Dickens;1;04;1144;539;2;4;533;18;13;M. COURNET Jean-Philippe;5
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;44;Ecole élémentaire Charles Dickens;1;04;1144;539;2;4;533;18;14;Mme MEDINA Florence;20
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;44;Ecole élémentaire Charles Dickens;1;04;1144;539;2;4;533;18;15;M. BOCCADIFUOCO Patrice;4
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;45;Ecole élémentaire Charles Dickens;1;04;1230;531;1;4;526;24;1;M. RIVET-MARTEL Vincent;16
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;45;Ecole élémentaire Charles Dickens;1;04;1230;531;1;4;526;24;2;M. ALZINGRE Victor;4
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;45;Ecole élémentaire Charles Dickens;1;04;1230;531;1;4;526;24;3;Mme ROUSSEL Eva;1
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;45;Ecole élémentaire Charles Dickens;1;04;1230;531;1;4;526;24;4;M. MOXIN Michel;17
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;45;Ecole élémentaire Charles Dickens;1;04;1230;531;1;4;526;24;5;Mme TROUSSELIER Sylvie;3
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;45;Ecole élémentaire Charles Dickens;1;04;1230;531;1;4;526;24;6;Mme LACHIVER Morgane;4
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;45;Ecole élémentaire Charles Dickens;1;04;1230;531;1;4;526;24;7;M. CHAVEROCHE Eric;13
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;45;Ecole élémentaire Charles Dickens;1;04;1230;531;1;4;526;24;8;M. DEPRET Florian;46
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;45;Ecole élémentaire Charles Dickens;1;04;1230;531;1;4;526;24;9;M. COLET Julien;219
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;45;Ecole élémentaire Charles Dickens;1;04;1230;531;1;4;526;24;10;M. LEBOON Hugo;2
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;45;Ecole élémentaire Charles Dickens;1;04;1230;531;1;4;526;24;11;Mme MIRALLES Patricia;137
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;45;Ecole élémentaire Charles Dickens;1;04;1230;531;1;4;526;24;12;Mme JAMET France;47
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;45;Ecole élémentaire Charles Dickens;1;04;1230;531;1;4;526;24;13;M. COURNET Jean-Philippe;2
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;45;Ecole élémentaire Charles Dickens;1;04;1230;531;1;4;526;24;14;Mme MEDINA Florence;13
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;45;Ecole élémentaire Charles Dickens;1;04;1230;531;1;4;526;24;15;M. BOCCADIFUOCO Patrice;2
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;46;Mairie;1;04;1739;768;3;9;756;25;1;M. RIVET-MARTEL Vincent;28
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;46;Mairie;1;04;1739;768;3;9;756;25;2;M. ALZINGRE Victor;8
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;46;Mairie;1;04;1739;768;3;9;756;25;3;Mme ROUSSEL Eva;2
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;46;Mairie;1;04;1739;768;3;9;756;25;4;M. MOXIN Michel;10
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;46;Mairie;1;04;1739;768;3;9;756;25;5;Mme TROUSSELIER Sylvie;3
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;46;Mairie;1;04;1739;768;3;9;756;25;6;Mme LACHIVER Morgane;3
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;46;Mairie;1;04;1739;768;3;9;756;25;7;M. CHAVEROCHE Eric;30
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;46;Mairie;1;04;1739;768;3;9;756;25;8;M. DEPRET Florian;88
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;46;Mairie;1;04;1739;768;3;9;756;25;9;M. COLET Julien;246
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;46;Mairie;1;04;1739;768;3;9;756;25;10;M. LEBOON Hugo;0
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;46;Mairie;1;04;1739;768;3;9;756;25;11;Mme MIRALLES Patricia;200
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;46;Mairie;1;04;1739;768;3;9;756;25;12;Mme JAMET France;79
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;46;Mairie;1;04;1739;768;3;9;756;25;13;M. COURNET Jean-Philippe;3
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;46;Mairie;1;04;1739;768;3;9;756;25;14;Mme MEDINA Florence;53
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;46;Mairie;1;04;1739;768;3;9;756;25;15;M. BOCCADIFUOCO Patrice;3
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;47;Ecole élémentaire Jean Macé;1;04;1490;715;7;11;697;13;1;M. RIVET-MARTEL Vincent;17
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;47;Ecole élémentaire Jean Macé;1;04;1490;715;7;11;697;13;2;M. ALZINGRE Victor;6
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;47;Ecole élémentaire Jean Macé;1;04;1490;715;7;11;697;13;3;Mme ROUSSEL Eva;0
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;47;Ecole élémentaire Jean Macé;1;04;1490;715;7;11;697;13;4;M. MOXIN Michel;15
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;47;Ecole élémentaire Jean Macé;1;04;1490;715;7;11;697;13;5;Mme TROUSSELIER Sylvie;2
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;47;Ecole élémentaire Jean Macé;1;04;1490;715;7;11;697;13;6;Mme LACHIVER Morgane;10
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;47;Ecole élémentaire Jean Macé;1;04;1490;715;7;11;697;13;7;M. CHAVEROCHE Eric;19
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;47;Ecole élémentaire Jean Macé;1;04;1490;715;7;11;697;13;8;M. DEPRET Florian;58
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;47;Ecole élémentaire Jean Macé;1;04;1490;715;7;11;697;13;9;M. COLET Julien;224
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;47;Ecole élémentaire Jean Macé;1;04;1490;715;7;11;697;13;10;M. LEBOON Hugo;2
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;47;Ecole élémentaire Jean Macé;1;04;1490;715;7;11;697;13;11;Mme MIRALLES Patricia;174
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;47;Ecole élémentaire Jean Macé;1;04;1490;715;7;11;697;13;12;Mme JAMET France;116
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;47;Ecole élémentaire Jean Macé;1;04;1490;715;7;11;697;13;13;M. COURNET Jean-Philippe;7
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;47;Ecole élémentaire Jean Macé;1;04;1490;715;7;11;697;13;14;Mme MEDINA Florence;44
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;47;Ecole élémentaire Jean Macé;1;04;1490;715;7;11;697;13;15;M. BOCCADIFUOCO Patrice;3
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;48;Ecole maternelle Jean Cocteau;1;04;1555;480;4;7;469;19;1;M. RIVET-MARTEL Vincent;11
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;48;Ecole maternelle Jean Cocteau;1;04;1555;480;4;7;469;19;2;M. ALZINGRE Victor;4
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;48;Ecole maternelle Jean Cocteau;1;04;1555;480;4;7;469;19;3;Mme ROUSSEL Eva;2
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;48;Ecole maternelle Jean Cocteau;1;04;1555;480;4;7;469;19;4;M. MOXIN Michel;3
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;48;Ecole maternelle Jean Cocteau;1;04;1555;480;4;7;469;19;5;Mme TROUSSELIER Sylvie;1
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;48;Ecole maternelle Jean Cocteau;1;04;1555;480;4;7;469;19;6;Mme LACHIVER Morgane;3
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;48;Ecole maternelle Jean Cocteau;1;04;1555;480;4;7;469;19;7;M. CHAVEROCHE Eric;9
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;48;Ecole maternelle Jean Cocteau;1;04;1555;480;4;7;469;19;8;M. DEPRET Florian;37
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;48;Ecole maternelle Jean Cocteau;1;04;1555;480;4;7;469;19;9;M. COLET Julien;216
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;48;Ecole maternelle Jean Cocteau;1;04;1555;480;4;7;469;19;10;M. LEBOON Hugo;0
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;48;Ecole maternelle Jean Cocteau;1;04;1555;480;4;7;469;19;11;Mme MIRALLES Patricia;77
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;48;Ecole maternelle Jean Cocteau;1;04;1555;480;4;7;469;19;12;Mme JAMET France;72
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;48;Ecole maternelle Jean Cocteau;1;04;1555;480;4;7;469;19;13;M. COURNET Jean-Philippe;10
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;48;Ecole maternelle Jean Cocteau;1;04;1555;480;4;7;469;19;14;Mme MEDINA Florence;24
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;48;Ecole maternelle Jean Cocteau;1;04;1555;480;4;7;469;19;15;M. BOCCADIFUOCO Patrice;0
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;49;Ecole maternelle Jean Cocteau;1;04;903;337;6;2;329;14;1;M. RIVET-MARTEL Vincent;9
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;49;Ecole maternelle Jean Cocteau;1;04;903;337;6;2;329;14;2;M. ALZINGRE Victor;7
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;49;Ecole maternelle Jean Cocteau;1;04;903;337;6;2;329;14;3;Mme ROUSSEL Eva;0
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;49;Ecole maternelle Jean Cocteau;1;04;903;337;6;2;329;14;4;M. MOXIN Michel;4
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;49;Ecole maternelle Jean Cocteau;1;04;903;337;6;2;329;14;5;Mme TROUSSELIER Sylvie;0
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;49;Ecole maternelle Jean Cocteau;1;04;903;337;6;2;329;14;6;Mme LACHIVER Morgane;1
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;49;Ecole maternelle Jean Cocteau;1;04;903;337;6;2;329;14;7;M. CHAVEROCHE Eric;7
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;49;Ecole maternelle Jean Cocteau;1;04;903;337;6;2;329;14;8;M. DEPRET Florian;36
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;49;Ecole maternelle Jean Cocteau;1;04;903;337;6;2;329;14;9;M. COLET Julien;125
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;49;Ecole maternelle Jean Cocteau;1;04;903;337;6;2;329;14;10;M. LEBOON Hugo;0
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;49;Ecole maternelle Jean Cocteau;1;04;903;337;6;2;329;14;11;Mme MIRALLES Patricia;76
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;49;Ecole maternelle Jean Cocteau;1;04;903;337;6;2;329;14;12;Mme JAMET France;47
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;49;Ecole maternelle Jean Cocteau;1;04;903;337;6;2;329;14;13;M. COURNET Jean-Philippe;2
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;49;Ecole maternelle Jean Cocteau;1;04;903;337;6;2;329;14;14;Mme MEDINA Florence;13
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;49;Ecole maternelle Jean Cocteau;1;04;903;337;6;2;329;14;15;M. BOCCADIFUOCO Patrice;2
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;50;Ecole maternelle Jean Cocteau;1;04;900;319;1;6;312;9;1;M. RIVET-MARTEL Vincent;11
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;50;Ecole maternelle Jean Cocteau;1;04;900;319;1;6;312;9;2;M. ALZINGRE Victor;4
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;50;Ecole maternelle Jean Cocteau;1;04;900;319;1;6;312;9;3;Mme ROUSSEL Eva;0
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;50;Ecole maternelle Jean Cocteau;1;04;900;319;1;6;312;9;4;M. MOXIN Michel;6
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;50;Ecole maternelle Jean Cocteau;1;04;900;319;1;6;312;9;5;Mme TROUSSELIER Sylvie;0
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;50;Ecole maternelle Jean Cocteau;1;04;900;319;1;6;312;9;6;Mme LACHIVER Morgane;1
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;50;Ecole maternelle Jean Cocteau;1;04;900;319;1;6;312;9;7;M. CHAVEROCHE Eric;6
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;50;Ecole maternelle Jean Cocteau;1;04;900;319;1;6;312;9;8;M. DEPRET Florian;33
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;50;Ecole maternelle Jean Cocteau;1;04;900;319;1;6;312;9;9;M. COLET Julien;124
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;50;Ecole maternelle Jean Cocteau;1;04;900;319;1;6;312;9;10;M. LEBOON Hugo;0
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;50;Ecole maternelle Jean Cocteau;1;04;900;319;1;6;312;9;11;Mme MIRALLES Patricia;57
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;50;Ecole maternelle Jean Cocteau;1;04;900;319;1;6;312;9;12;Mme JAMET France;47
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;50;Ecole maternelle Jean Cocteau;1;04;900;319;1;6;312;9;13;M. COURNET Jean-Philippe;5
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;50;Ecole maternelle Jean Cocteau;1;04;900;319;1;6;312;9;14;Mme MEDINA Florence;18
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;50;Ecole maternelle Jean Cocteau;1;04;900;319;1;6;312;9;15;M. BOCCADIFUOCO Patrice;0
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;51;Ecole élémentaire Jacques Brel;1;04;1349;590;2;7;581;28;1;M. RIVET-MARTEL Vincent;9
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;51;Ecole élémentaire Jacques Brel;1;04;1349;590;2;7;581;28;2;M. ALZINGRE Victor;3
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;51;Ecole élémentaire Jacques Brel;1;04;1349;590;2;7;581;28;3;Mme ROUSSEL Eva;0
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;51;Ecole élémentaire Jacques Brel;1;04;1349;590;2;7;581;28;4;M. MOXIN Michel;5
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;51;Ecole élémentaire Jacques Brel;1;04;1349;590;2;7;581;28;5;Mme TROUSSELIER Sylvie;2
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;51;Ecole élémentaire Jacques Brel;1;04;1349;590;2;7;581;28;6;Mme LACHIVER Morgane;5
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;51;Ecole élémentaire Jacques Brel;1;04;1349;590;2;7;581;28;7;M. CHAVEROCHE Eric;24
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;51;Ecole élémentaire Jacques Brel;1;04;1349;590;2;7;581;28;8;M. DEPRET Florian;77
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;51;Ecole élémentaire Jacques Brel;1;04;1349;590;2;7;581;28;9;M. COLET Julien;244
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;51;Ecole élémentaire Jacques Brel;1;04;1349;590;2;7;581;28;10;M. LEBOON Hugo;0
295;Elections législatives - Scrutin du 12 juin 2022 : premier tour;34172;Montpellier;51;Ecole élémentaire Jacques Brel;1;04;1349;590;2;7;581;28;11;Mme MIRALLES Patricia;124
